Country/Territory,Cause,Total_Cases
Sweden,Lower Respiratory Infections,96953
Sweden,Drowning,3473
Sweden,Nutritional Deficiencies,2919
Sweden,Parkinson's Disease,31548
Sweden,Cardiovascular Diseases,1213946
Sweden,Exposure to Forces of Nature,60
Sweden,Poisonings,1180
Sweden,Road Injuries,17048
Switzerland,HIV/AIDS,2901
Switzerland,Parkinson's Disease,21919
Switzerland,Environmental Heat and Cold Exposure,329
Switzerland,Maternal Disorders,138
Switzerland,Diabetes Mellitus,45284
Switzerland,Acute Hepatitis,182
Switzerland,"Fire, Heat, and Hot Substances",1354
Switzerland,Diarrheal Diseases,4115
Switzerland,Neoplasms,516815
Switzerland,Digestive Diseases,76721
Switzerland,Chronic Kidney Disease,39494
Switzerland,Lower Respiratory Infections,59500
Switzerland,Chronic Respiratory Diseases,80707
Switzerland,Malaria,0
Switzerland,Alzheimer's Disease and Other Dementias,110105
Switzerland,Nutritional Deficiencies,2181
Switzerland,Road Injuries,16295
Switzerland,Interpersonal Violence,2354
Switzerland,Conflict and Terrorism,24
Switzerland,Tuberculosis,1791
Switzerland,Alcohol Use Disorders,7984
Switzerland,Poisonings,314
Switzerland,Protein-Energy Malnutrition,1251
Switzerland,Meningitis,1639
Switzerland,Cardiovascular Diseases,722512
Switzerland,Neonatal Disorders,5219
Switzerland,Drowning,1957
Switzerland,Exposure to Forces of Nature,350
Switzerland,Self-harm,43897
Switzerland,Drug Use Disorders,7601
Switzerland,Cirrhosis and Other Chronic Liver Diseases,30449
Syria,Environmental Heat and Cold Exposure,926
Syria,Parkinson's Disease,8546
Syria,Diarrheal Diseases,13311
Syria,Chronic Respiratory Diseases,79697
Syria,Cardiovascular Diseases,1056981
Syria,Lower Respiratory Infections,76767
Syria,Nutritional Deficiencies,5605
Syria,Cirrhosis and Other Chronic Liver Diseases,48393
Syria,Neonatal Disorders,130737
Syria,Digestive Diseases,64019
Syria,Drug Use Disorders,3186
Syria,Self-harm,9839
Syria,Drowning,7005
Syria,Chronic Kidney Disease,66362
Syria,Meningitis,13964
Syria,Exposure to Forces of Nature,131
Syria,Neoplasms,198726
Syria,Protein-Energy Malnutrition,4666
Syria,Alcohol Use Disorders,1464
Syria,Diabetes Mellitus,41936
Syria,Malaria,32
Syria,Conflict and Terrorism,365293
Syria,Road Injuries,62105
Syria,Alzheimer's Disease and Other Dementias,31912
Syria,Maternal Disorders,5786
Syria,Tuberculosis,3975
Syria,Acute Hepatitis,1233
Syria,Interpersonal Violence,9409
Syria,HIV/AIDS,541
Syria,"Fire, Heat, and Hot Substances",6676
Syria,Poisonings,3019
Taiwan,Environmental Heat and Cold Exposure,570
Taiwan,Conflict and Terrorism,36
Taiwan,Cirrhosis and Other Chronic Liver Diseases,201363
Taiwan,Road Injuries,160502
Taiwan,Alzheimer's Disease and Other Dementias,136808
Taiwan,Neonatal Disorders,16447
Taiwan,Alcohol Use Disorders,7659
Taiwan,Nutritional Deficiencies,4225
Taiwan,Drowning,26404
Taiwan,Exposure to Forces of Nature,3693
Taiwan,Drug Use Disorders,8816
Taiwan,Cardiovascular Diseases,981658
Taiwan,Protein-Energy Malnutrition,3969
Taiwan,Acute Hepatitis,268
Taiwan,Diabetes Mellitus,266537
Taiwan,Interpersonal Violence,17345
Taiwan,"Fire, Heat, and Hot Substances",7032
Taiwan,HIV/AIDS,3399
Taiwan,Parkinson's Disease,36187
Taiwan,Meningitis,4647
Taiwan,Poisonings,6938
Taiwan,Chronic Kidney Disease,155474
Taiwan,Neoplasms,1148629
Taiwan,Self-harm,109715
Taiwan,Diarrheal Diseases,2137
Taiwan,Maternal Disorders,856
Taiwan,Digestive Diseases,309002
Taiwan,Lower Respiratory Infections,224208
Taiwan,Tuberculosis,43535
Taiwan,Malaria,0
Taiwan,Chronic Respiratory Diseases,217564
Tajikistan,Diarrheal Diseases,67291
Tajikistan,Poisonings,2965
Tajikistan,Exposure to Forces of Nature,2072
Tajikistan,Digestive Diseases,59507
Tajikistan,Drug Use Disorders,530
Tajikistan,Drowning,22954
Tajikistan,Chronic Respiratory Diseases,50477
Tajikistan,Cardiovascular Diseases,535923
Tajikistan,Acute Hepatitis,3740
Tajikistan,Neonatal Disorders,90126
Tajikistan,Malaria,4932
Tajikistan,Diabetes Mellitus,25178
Tajikistan,Interpersonal Violence,10944
Tajikistan,Tuberculosis,22215
Tajikistan,"Fire, Heat, and Hot Substances",10001
Tajikistan,Maternal Disorders,2576
Tajikistan,HIV/AIDS,2325
Tajikistan,Parkinson's Disease,5497
Tajikistan,Neoplasms,120108
Tajikistan,Environmental Heat and Cold Exposure,309
Tajikistan,Protein-Energy Malnutrition,560
Tajikistan,Self-harm,9728
Tajikistan,Meningitis,10431
Tajikistan,Nutritional Deficiencies,3510
Tajikistan,Road Injuries,17297
Tajikistan,Cirrhosis and Other Chronic Liver Diseases,45011
Tajikistan,Alcohol Use Disorders,5101
Tajikistan,Chronic Kidney Disease,6711
Tajikistan,Conflict and Terrorism,24266
Tajikistan,Alzheimer's Disease and Other Dementias,15844
Tajikistan,Lower Respiratory Infections,157704
Tanzania,Interpersonal Violence,74764
Tanzania,Drowning,35519
Tanzania,Maternal Disorders,133746
Tanzania,"Fire, Heat, and Hot Substances",30282
Tanzania,Chronic Respiratory Diseases,162969
Tanzania,Cardiovascular Diseases,1155416
Tanzania,Tuberculosis,638516
Tanzania,Alzheimer's Disease and Other Dementias,66904
Tanzania,Lower Respiratory Infections,1209289
Tanzania,Protein-Energy Malnutrition,309857
Tanzania,Cirrhosis and Other Chronic Liver Diseases,215936
Tanzania,Malaria,800490
Tanzania,Road Injuries,140881
Tanzania,Nutritional Deficiencies,320554
Tanzania,Diabetes Mellitus,168174
Tanzania,Alcohol Use Disorders,7020
Tanzania,HIV/AIDS,2465047
Tanzania,Chronic Kidney Disease,124990
Tanzania,Conflict and Terrorism,700
Tanzania,Neonatal Disorders,1122254
Tanzania,Environmental Heat and Cold Exposure,6332
Tanzania,Acute Hepatitis,19635
Tanzania,Diarrheal Diseases,743870
Tanzania,Digestive Diseases,350358
Tanzania,Parkinson's Disease,14391
Tanzania,Self-harm,70982
Tanzania,Neoplasms,629238
Tanzania,Poisonings,27430
Tanzania,Meningitis,146489
Tanzania,Drug Use Disorders,2855
Tanzania,Exposure to Forces of Nature,807
Thailand,Tuberculosis,310507
Thailand,Parkinson's Disease,69870
Thailand,Neoplasms,2369108
Thailand,Digestive Diseases,707685
Thailand,Diabetes Mellitus,386466
Thailand,Environmental Heat and Cold Exposure,1244
Thailand,"Fire, Heat, and Hot Substances",19719
Thailand,Meningitis,37372
Thailand,HIV/AIDS,618532
Thailand,Alzheimer's Disease and Other Dementias,335804
Thailand,Conflict and Terrorism,7044
Thailand,Road Injuries,717057
Thailand,Diarrheal Diseases,167298
Thailand,Acute Hepatitis,8236
Thailand,Neonatal Disorders,153777
Thailand,Self-harm,248729
Thailand,Exposure to Forces of Nature,11807
Thailand,Cirrhosis and Other Chronic Liver Diseases,431669
Thailand,Poisonings,7720
Thailand,Drug Use Disorders,12339
Thailand,Lower Respiratory Infections,493505
Thailand,Alcohol Use Disorders,21987
Thailand,Chronic Kidney Disease,509707
Thailand,Protein-Energy Malnutrition,28794
Thailand,Drowning,169256
Thailand,Interpersonal Violence,216115
Thailand,Cardiovascular Diseases,2572195
Thailand,Maternal Disorders,18063
Thailand,Chronic Respiratory Diseases,666147
Thailand,Malaria,8592
Thailand,Nutritional Deficiencies,32140
Timor,Maternal Disorders,3119
Timor,Parkinson's Disease,461
Timor,Interpersonal Violence,835
Timor,Cirrhosis and Other Chronic Liver Diseases,4308
Timor,Poisonings,143
Timor,Self-harm,1411
Timor,Chronic Kidney Disease,4275
Timor,HIV/AIDS,6703
Timor,Alcohol Use Disorders,173
Timor,Protein-Energy Malnutrition,5925
Timor,Drug Use Disorders,34
Timor,Nutritional Deficiencies,6226
Timor,Environmental Heat and Cold Exposure,60
Timor,Acute Hepatitis,338
Timor,Alzheimer's Disease and Other Dementias,1615
Timor,Conflict and Terrorism,5885
Timor,Neonatal Disorders,21236
Timor,Digestive Diseases,9087
Timor,Lower Respiratory Infections,25018
Timor,Exposure to Forces of Nature,5
Timor,Drowning,2363
Timor,Diarrheal Diseases,11164
Timor,Road Injuries,3528
Timor,Cardiovascular Diseases,39655
Timor,Neoplasms,14688
Timor,Meningitis,1648
Timor,Diabetes Mellitus,3289
Timor,Tuberculosis,9936
Timor,Chronic Respiratory Diseases,10131
Timor,Malaria,4928
Timor,"Fire, Heat, and Hot Substances",413
Togo,Malaria,160123
Togo,Neoplasms,69820
Togo,Tuberculosis,62009
Togo,Alzheimer's Disease and Other Dementias,7137
Togo,Chronic Kidney Disease,20165
Togo,Chronic Respiratory Diseases,28843
Togo,Lower Respiratory Infections,132028
Togo,Alcohol Use Disorders,1034
Togo,Self-harm,11797
Togo,Road Injuries,35797
Togo,Maternal Disorders,18494
Togo,Diarrheal Diseases,224470
Togo,Digestive Diseases,50797
Togo,HIV/AIDS,179708
Togo,Acute Hepatitis,3519
Togo,Cirrhosis and Other Chronic Liver Diseases,29818
Togo,Environmental Heat and Cold Exposure,964
Togo,Meningitis,26855
Togo,"Fire, Heat, and Hot Substances",3893
Togo,Diabetes Mellitus,18997
Togo,Cardiovascular Diseases,163134
Togo,Protein-Energy Malnutrition,14742
Togo,Interpersonal Violence,11226
Togo,Drowning,5130
Togo,Poisonings,2795
Togo,Nutritional Deficiencies,15414
Togo,Drug Use Disorders,281
Togo,Conflict and Terrorism,638
Togo,Exposure to Forces of Nature,72
Togo,Neonatal Disorders,156118
Togo,Parkinson's Disease,1965
Tokelau,Alcohol Use Disorders,0
Tokelau,Diarrheal Diseases,0
Tokelau,Exposure to Forces of Nature,0
Tokelau,Neonatal Disorders,3
Tokelau,Parkinson's Disease,0
Tokelau,Digestive Diseases,13
Tokelau,"Fire, Heat, and Hot Substances",0
Tokelau,Meningitis,0
Tokelau,Alzheimer's Disease and Other Dementias,0
Tokelau,Cirrhosis and Other Chronic Liver Diseases,0
Tokelau,Self-harm,0
Tokelau,Lower Respiratory Infections,24
Tokelau,Maternal Disorders,0
Tokelau,Interpersonal Violence,0
Tokelau,Nutritional Deficiencies,0
Tokelau,HIV/AIDS,0
Tokelau,Cardiovascular Diseases,140
Tokelau,Drowning,0
Tokelau,Chronic Respiratory Diseases,34
Tokelau,Drug Use Disorders,0
Tokelau,Neoplasms,49
Tokelau,Acute Hepatitis,0
Tokelau,Environmental Heat and Cold Exposure,0
Tokelau,Protein-Energy Malnutrition,0
Tokelau,Diabetes Mellitus,30
Tokelau,Poisonings,0
Tokelau,Chronic Kidney Disease,6
Tokelau,Tuberculosis,0
Tokelau,Malaria,0
Tokelau,Conflict and Terrorism,0
Tokelau,Road Injuries,0
Tonga,HIV/AIDS,39
Tonga,Acute Hepatitis,175
Tonga,Meningitis,214
Tonga,Parkinson's Disease,125
Tonga,Poisonings,35
Tonga,Interpersonal Violence,87
Tonga,Protein-Energy Malnutrition,117
Tonga,Environmental Heat and Cold Exposure,0
Tonga,Diabetes Mellitus,1952
Tonga,Digestive Diseases,1096
Tonga,"Fire, Heat, and Hot Substances",90
Tonga,Exposure to Forces of Nature,11
Tonga,Chronic Kidney Disease,773
Tonga,Neoplasms,3292
Tonga,Tuberculosis,182
Tonga,Lower Respiratory Infections,1024
Tonga,Malaria,0
Tonga,Road Injuries,296
Tonga,Alcohol Use Disorders,30
Tonga,Chronic Respiratory Diseases,1251
Tonga,Maternal Disorders,79
Tonga,Cirrhosis and Other Chronic Liver Diseases,560
Tonga,Alzheimer's Disease and Other Dementias,402
Tonga,Drowning,170
Tonga,Self-harm,141
Tonga,Cardiovascular Diseases,4613
Tonga,Diarrheal Diseases,111
Tonga,Drug Use Disorders,0
Tonga,Neonatal Disorders,595
Tonga,Nutritional Deficiencies,120
Tonga,Conflict and Terrorism,0
Trinidad and Tobago,"Fire, Heat, and Hot Substances",647
Trinidad and Tobago,Malaria,0
Trinidad and Tobago,HIV/AIDS,8442
Trinidad and Tobago,Lower Respiratory Infections,8278
Trinidad and Tobago,Nutritional Deficiencies,954
Trinidad and Tobago,Cardiovascular Diseases,103599
Trinidad and Tobago,Road Injuries,6227
Trinidad and Tobago,Interpersonal Violence,8197
Trinidad and Tobago,Neoplasms,45289
Trinidad and Tobago,Poisonings,106
Trinidad and Tobago,Tuberculosis,738
Trinidad and Tobago,Drowning,1623
Trinidad and Tobago,Maternal Disorders,338
Trinidad and Tobago,Cirrhosis and Other Chronic Liver Diseases,4717
Trinidad and Tobago,Acute Hepatitis,87
Trinidad and Tobago,Neonatal Disorders,6815
Trinidad and Tobago,Alzheimer's Disease and Other Dementias,6467
Trinidad and Tobago,Chronic Respiratory Diseases,6547
Trinidad and Tobago,Self-harm,5119
Trinidad and Tobago,Exposure to Forces of Nature,23
Trinidad and Tobago,Diarrheal Diseases,963
Trinidad and Tobago,Conflict and Terrorism,157
Trinidad and Tobago,Meningitis,660
Trinidad and Tobago,Chronic Kidney Disease,11237
Trinidad and Tobago,Digestive Diseases,11578
Trinidad and Tobago,Diabetes Mellitus,40399
Trinidad and Tobago,Environmental Heat and Cold Exposure,30
Trinidad and Tobago,Drug Use Disorders,168
Trinidad and Tobago,Protein-Energy Malnutrition,887
Trinidad and Tobago,Alcohol Use Disorders,670
Trinidad and Tobago,Parkinson's Disease,1471
Tunisia,Diabetes Mellitus,32349
Tunisia,Malaria,0
Tunisia,Diarrheal Diseases,4256
Tunisia,Tuberculosis,4740
Tunisia,Chronic Respiratory Diseases,61408
Tunisia,"Fire, Heat, and Hot Substances",7278
Tunisia,Protein-Energy Malnutrition,913
Tunisia,Lower Respiratory Infections,53421
Tunisia,Neoplasms,205035
Tunisia,Acute Hepatitis,2836
Tunisia,Drowning,6117
Tunisia,Poisonings,3064
Tunisia,Parkinson's Disease,9358
Tunisia,Meningitis,3880
Tunisia,Digestive Diseases,49677
Tunisia,Environmental Heat and Cold Exposure,241
Tunisia,Conflict and Terrorism,489
Tunisia,Exposure to Forces of Nature,95
Tunisia,Road Injuries,76230
Tunisia,Self-harm,11250
Tunisia,Interpersonal Violence,2721
Tunisia,Chronic Kidney Disease,53081
Tunisia,Alcohol Use Disorders,843
Tunisia,Cardiovascular Diseases,769978
Tunisia,Nutritional Deficiencies,1057
Tunisia,Maternal Disorders,3357
Tunisia,Alzheimer's Disease and Other Dementias,46040
Tunisia,Cirrhosis and Other Chronic Liver Diseases,30958
Tunisia,HIV/AIDS,2289
Tunisia,Neonatal Disorders,79918
Tunisia,Drug Use Disorders,2988
Turkey,Neonatal Disorders,629097
Turkey,Alcohol Use Disorders,5472
Turkey,Alzheimer's Disease and Other Dementias,374548
Turkey,Digestive Diseases,332311
Turkey,Tuberculosis,65510
Turkey,Cirrhosis and Other Chronic Liver Diseases,179133
Turkey,Self-harm,81642
Turkey,Maternal Disorders,21647
Turkey,Chronic Respiratory Diseases,733091
Turkey,Conflict and Terrorism,37414
Turkey,Protein-Energy Malnutrition,19318
Turkey,Chronic Kidney Disease,410468
Turkey,Meningitis,32710
Turkey,Parkinson's Disease,71753
Turkey,Neoplasms,2154475
Turkey,Malaria,179
Turkey,HIV/AIDS,2970
Turkey,Drug Use Disorders,5245
Turkey,Nutritional Deficiencies,24559
Turkey,Lower Respiratory Infections,476082
Turkey,Drowning,29356
Turkey,Diarrheal Diseases,52514
Turkey,"Fire, Heat, and Hot Substances",14509
Turkey,Acute Hepatitis,25245
Turkey,Interpersonal Violence,61032
Turkey,Road Injuries,217882
Turkey,Diabetes Mellitus,484386
Turkey,Exposure to Forces of Nature,20972
Turkey,Environmental Heat and Cold Exposure,1739
Turkey,Poisonings,15857
Turkey,Cardiovascular Diseases,4167835
Turkmenistan,Drug Use Disorders,1062
Turkmenistan,Exposure to Forces of Nature,17
Turkmenistan,Neoplasms,80874
Turkmenistan,Neonatal Disorders,44678
Turkmenistan,Diabetes Mellitus,14135
Turkmenistan,Chronic Respiratory Diseases,16561
Turkmenistan,Alzheimer's Disease and Other Dementias,11089
Turkmenistan,Cirrhosis and Other Chronic Liver Diseases,48047
Turkmenistan,Maternal Disorders,1915
Turkmenistan,Digestive Diseases,57210
Turkmenistan,Chronic Kidney Disease,15320
Turkmenistan,Self-harm,12905
Turkmenistan,Alcohol Use Disorders,5519
Turkmenistan,Parkinson's Disease,2110
Turkmenistan,Environmental Heat and Cold Exposure,2709
Turkmenistan,Poisonings,1539
Turkmenistan,Road Injuries,12756
Turkmenistan,Drowning,10055
Turkmenistan,Acute Hepatitis,2759
Turkmenistan,Interpersonal Violence,6628
Turkmenistan,Nutritional Deficiencies,658
Turkmenistan,HIV/AIDS,3950
Turkmenistan,Conflict and Terrorism,1200
Turkmenistan,Meningitis,3466
Turkmenistan,Malaria,12
Turkmenistan,"Fire, Heat, and Hot Substances",6842
Turkmenistan,Lower Respiratory Infections,82139
Turkmenistan,Diarrheal Diseases,16771
Turkmenistan,Protein-Energy Malnutrition,298
Turkmenistan,Tuberculosis,18010
Turkmenistan,Cardiovascular Diseases,438094
Tuvalu,Road Injuries,80
Tuvalu,Malaria,0
Tuvalu,Digestive Diseases,120
Tuvalu,Tuberculosis,46
Tuvalu,Conflict and Terrorism,0
Tuvalu,Acute Hepatitis,0
Tuvalu,Alzheimer's Disease and Other Dementias,35
Tuvalu,Parkinson's Disease,30
Tuvalu,Interpersonal Violence,30
Tuvalu,Cardiovascular Diseases,1120
Tuvalu,Nutritional Deficiencies,14
Tuvalu,HIV/AIDS,7
Tuvalu,Meningitis,5
Tuvalu,Self-harm,60
Tuvalu,Chronic Kidney Disease,108
Tuvalu,"Fire, Heat, and Hot Substances",18
Tuvalu,Lower Respiratory Infections,179
Tuvalu,Diabetes Mellitus,264
Tuvalu,Environmental Heat and Cold Exposure,0
Tuvalu,Poisonings,0
Tuvalu,Protein-Energy Malnutrition,14
Tuvalu,Maternal Disorders,5
Tuvalu,Chronic Respiratory Diseases,248
Tuvalu,Cirrhosis and Other Chronic Liver Diseases,60
Tuvalu,Drowning,30
Tuvalu,Drug Use Disorders,0
Tuvalu,Exposure to Forces of Nature,0
Tuvalu,Alcohol Use Disorders,0
Tuvalu,Neonatal Disorders,94
Tuvalu,Neoplasms,345
Tuvalu,Diarrheal Diseases,50
Uganda,Maternal Disorders,56671
Uganda,Chronic Kidney Disease,72223
Uganda,Self-harm,51079
Uganda,Alcohol Use Disorders,5467
Uganda,Acute Hepatitis,10912
Uganda,Meningitis,179942
Uganda,Poisonings,15581
Uganda,Interpersonal Violence,50983
Uganda,Conflict and Terrorism,23456
Uganda,HIV/AIDS,2102167
Uganda,"Fire, Heat, and Hot Substances",17217
Uganda,Diabetes Mellitus,106337
Uganda,Protein-Energy Malnutrition,187486
Uganda,Neonatal Disorders,949090
Uganda,Drowning,22734
Uganda,Exposure to Forces of Nature,822
Uganda,Drug Use Disorders,785
Uganda,Road Injuries,135004
Uganda,Alzheimer's Disease and Other Dementias,34155
Uganda,Chronic Respiratory Diseases,142817
Uganda,Parkinson's Disease,8228
Uganda,Tuberculosis,491292
Uganda,Cirrhosis and Other Chronic Liver Diseases,122997
Uganda,Diarrheal Diseases,495526
Uganda,Lower Respiratory Infections,564036
Uganda,Neoplasms,421210
Uganda,Malaria,1265629
Uganda,Nutritional Deficiencies,191830
Uganda,Cardiovascular Diseases,632868
Uganda,Environmental Heat and Cold Exposure,4228
Uganda,Digestive Diseases,212761
Ukraine,Parkinson's Disease,93588
Ukraine,Conflict and Terrorism,9578
Ukraine,Diarrheal Diseases,3615
Ukraine,Protein-Energy Malnutrition,3304
Ukraine,Malaria,0
Ukraine,Road Injuries,285347
Ukraine,Neonatal Disorders,75146
Ukraine,Chronic Respiratory Diseases,670421
Ukraine,Self-harm,444127
Ukraine,Tuberculosis,146512
Ukraine,Lower Respiratory Infections,236344
Ukraine,Exposure to Forces of Nature,316
Ukraine,Neoplasms,3190335
Ukraine,Drug Use Disorders,45328
Ukraine,Chronic Kidney Disease,57772
Ukraine,Maternal Disorders,3784
Ukraine,Diabetes Mellitus,95725
Ukraine,Drowning,169303
Ukraine,HIV/AIDS,177144
Ukraine,Cirrhosis and Other Chronic Liver Diseases,509723
Ukraine,Interpersonal Violence,190094
Ukraine,"Fire, Heat, and Hot Substances",95015
Ukraine,Alzheimer's Disease and Other Dementias,369800
Ukraine,Acute Hepatitis,3175
Ukraine,Alcohol Use Disorders,303062
Ukraine,Meningitis,17655
Ukraine,Nutritional Deficiencies,7895
Ukraine,Digestive Diseases,786889
Ukraine,Environmental Heat and Cold Exposure,120391
Ukraine,Cardiovascular Diseases,13053052
Ukraine,Poisonings,81011
United Arab Emirates,Nutritional Deficiencies,170
